Tag,MayRank,TotalRank,QuestionsInMay,QuestionsTotal
"rxjs5","1652","4056","33","856"
"haproxy","1664","2933","33","1326"
"whatsapp","1642","3176","33","1195"
"psycopg2","1653","2577","33","1577"
"gunicorn","1663","2590","33","1564"
"optional","1657","2548","33","1604"
"nexus","1661","2393","33","1727"
"uwsgi","1651","2372","33","1748"
"pyinstaller","1654","2712","33","1487"
"importerror","1668","2799","33","1414"
"vps","1643","2879","33","1354"
"abap","1684","2860","32","1373"
"iis-8","1702","2784","32","1425"
"iptables","1705","2761","32","1446"
"oozie","1716","2702","32","1494"
"roslyn","1723","2640","32","1533"
"cloudera","1694","2355","32","1762"
"nan","1712","2351","32","1763"
"git-submodules","1711","2499","32","1641"
"amcharts","1681","3308","32","1131"
"scatter-plot","1719","2916","32","1335"
"google-adwords","1710","2982","32","1297"
"dashboard","1695","3174","32","1196"
"docusign","1699","3175","32","1195"
"jq","1703","4070","32","853"
"continuous-deployment","1692","3887","32","912"
"aws-cli","1688","3888","32","912"
"apex","1685","3593","32","1008"
"bit-manipulation","1691","946","32","5202"
"uml","1727","1006","32","4871"
"jstl","1700","1007","32","4852"
"wxpython","1731","913","32","5471"
"jquery-animate","1704","884","32","5621"
"html-lists","1707","1051","32","4646"
"profiling","1718","1068","32","4540"
"scrollbar","1720","1094","32","4453"
"google-cloud-messaging","1709","741","32","6869"
"distance","1698","1834","32","2416"
"x86-64","1730","1848","32","2392"
"one-to-many","1717","1764","32","2514"
"message-queue","1715","1727","32","2594"
"data-mining","1696","1942","32","2234"
"reverse-engineering","1724","1924","32","2258"
"benchmarking","1687","1932","32","2248"
"ui-automation","1728","2241","32","1875"
"scheduler","1721","2142","32","1989"
"interrupt","1701","2147","32","1987"
"session-cookies","1725","1585","32","2891"
"user-input","1726","1597","32","2867"
"media","1714","1679","32","2682"
"android-textview","1686","1577","32","2910"
"cdi","1693","1545","32","2988"
"add","1682","1546","32","2987"
"where","1729","1482","32","3114"
"boost-asio","1690","1496","32","3086"
"abstract-class","1683","1402","32","3332"
"media-player","1713","1364","32","3448"
"embed","1706","1365","32","3446"
"datasource","1697","1350","32","3481"
"screen","1722","1179","32","4064"
"border","1689","1172","32","4091"
"hql","1708","1228","32","3886"
"refresh","1742","1171","31","4092"
"action","1759","1270","31","3718"
"newline","1748","1357","31","3462"
"activex","1760","1389","31","3362"
"exchangewebservices","1753","1668","31","2700"
"onclicklistener","1743","1580","31","2900"
"dropbox","1755","1596","31","2868"
"scanf","1739","1646","31","2758"
"custom-post-type","1756","2059","31","2092"
"wampserver","1733","2039","31","2110"
"sql-insert","1738","2025","31","2133"
"moodle","1745","2234","31","1879"
"openstack","1744","2247","31","1867"
"preg-match","1740","1059","31","4570"
"zurb-foundation","1734","1080","31","4495"
"html-parsing","1749","1028","31","4735"
"refactoring","1741","872","31","5694"
"64bit","1758","947","31","5197"
"na","1747","3465","31","1056"
"fingerprint","1754","4108","31","841"
"tfs2015","1736","2968","31","1302"
"hdf5","1750","2954","31","1311"
"adfs","1761","3272","31","1152"
"emoji","1751","3358","31","1110"
"arcgis","1757","2488","31","1653"
"sympy","1737","2571","31","1583"
"ads","1762","2360","31","1758"
"wireshark","1732","2308","31","1807"
"fabric","1752","2740","31","1458"
"nest","1746","2787","31","1423"
"text-mining","1735","2802","31","1410"
"decision-tree","1768","3359","30","1109"
"sinon","1783","3024","30","1275"
"gerrit","1775","3052","30","1259"
"azureservicebus","1767","3455","30","1061"
"software-design","1785","3899","30","909"
"gdal","1774","4005","30","874"
"swt","1786","938","30","5250"
"directx","1769","1037","30","4702"
"angularfire","1765","2227","30","1882"
"firewall","1772","2293","30","1820"
"saml","1781","2276","30","1835"
"mp4","1777","2215","30","1902"
"text-to-speech","1787","2024","30","2133"
"android-drawable","1766","2152","30","1980"
"viewcontroller","1788","2092","30","2050"
"mamp","1776","1754","30","2544"
"android-custom-view","1764","1802","30","2462"
".net-assembly","1763","1814","30","2442"
"xslt-2.0","1790","1609","30","2840"
"computer-science","1771","1712","30","2627"
"html-agility-pack","1773","1689","30","2670"
"rounding","1782","1463","30","3155"
"quartz-scheduler","1779","1511","30","3048"
"whitespace","1789","1533","30","3005"
"slideshow","1784","1539","30","2997"
"connection-string","1770","1343","30","3499"
"rails-activerecord","1778","1318","30","3584"
"protocols","1780","1238","30","3839"
"special-characters","1797","1347","29","3492"
"eval","1820","1409","29","3315"
"parent-child","1807","1434","29","3250"
"richtextbox","1801","1579","29","2906"
"bind","1822","1566","29","2939"
"gallery","1814","1438","29","3237"
"md5","1808","1474","29","3132"
"urllib2","1793","1687","29","2672"
"external","1818","1661","29","2719"
"transition","1796","1641","29","2769"
"element","1819","1623","29","2808"
"openstreetmap","1804","1811","29","2445"
"webpage","1792","1840","29","2401"
"store","1799","1862","29","2370"
"ibm-mq","1813","1788","29","2480"
"textfield","1794","1790","29","2478"
"casperjs","1823","1877","29","2334"
"indexoutofboundsexception","1812","2131","29","2004"
"probability","1803","2038","29","2111"
"ping","1806","2235","29","1879"
"slim","1800","2246","29","1868"
"sql-order-by","1798","1088","29","4474"
"domain-driven-design","1821","1113","29","4348"
"lisp","1809","966","29","5113"
"firefox-addon","1816","790","29","6373"
"flex","1817","220","29","24413"
"jspdf","1810","3865","29","920"
"glm","1815","3866","29","920"
"adsense","1826","3082","29","1240"
"uialertcontroller","1795","3323","29","1126"
"addeventlistener","1827","2783","29","1425"
"sdl-2","1802","2822","29","1399"
"pipeline","1805","2731","29","1467"
"angular-ui-grid","1825","2320","29","1795"
"jersey-2.0","1811","2402","29","1720"
"wkhtmltopdf","1791","2563","29","1587"
"apple-watch","1824","2513","29","1630"
"angular-promise","1832","2508","28","1634"
"bulkinsert","1837","2565","28","1585"
"access","1828","2410","28","1710"
"pie-chart","1859","2418","28","1701"
"snmp","1878","2419","28","1700"
"delimiter","1842","2327","28","1787"
"ms-access-2013","1860","2352","28","1763"
"graph-databases","1852","2701","28","1494"
"cart","1836","2612","28","1553"
"mvp","1867","2613","28","1551"
"key-value","1856","2633","28","1539"
"boot","1839","3296","28","1135"
"itertools","1855","3211","28","1180"
"netbeans-8","1868","3053","28","1258"
"android-cardview","1829","3057","28","1256"
"testflight","1880","3044","28","1263"
"deep-linking","1841","3108","28","1226"
"spring-jdbc","1879","3123","28","1222"
"series","1876","3511","28","1038"
"crashlytics","1845","3719","28","965"
"amazon-sns","1831","3729","28","962"
"mongoid","1861","1111","28","4354"
"laravel-5.1","1857","1089","28","4468"
"asp.net-ajax","1840","1092","28","4459"
"mkmapview","1866","1056","28","4586"
"ios-simulator","1854","1063","28","4556"
"birt","1838","2294","28","1819"
"ipv6","1853","2303","28","1810"
"webcam","1884","2037","28","2114"
"game-physics","1848","2086","28","2062"
"remote-access","1872","2102","28","2041"
"apache-storm","1833","2112","28","2025"
"android-toolbar","1834","2108","28","2031"
"connection-pooling","1843","1883","28","2323"
"monads","1862","1915","28","2271"
"precision","1870","1956","28","2216"
"reverse","1874","2006","28","2148"
"html5-audio","1850","2007","28","2148"
"zeromq","1886","1987","28","2177"
"hibernate-mapping","1851","1985","28","2179"
"android-adapter","1830","1964","28","2205"
"message","1864","1743","28","2563"
"mime-types","1865","1832","28","2420"
"python-3.4","1871","1828","28","2425"
"webclient","1885","1639","28","2773"
"pass-by-reference","1858","1608","28","2841"
"replication","1873","1600","28","2854"
"tornado","1881","1601","28","2853"
"stdout","1877","1583","28","2893"
"fullscreen","1847","1656","28","2732"
"nasm","1869","1674","28","2687"
"carrierwave","1835","1696","28","2659"
"union","1882","1457","28","3184"
"html-email","1849","1568","28","2934"
"clone","1846","1420","28","3281"
"mobile-safari","1863","1337","28","3509"
"settings","1875","1301","28","3641"
"webbrowser-control","1883","1184","28","4028"
"control","1844","1207","28","3966"
"const","1930","1206","27","3970"
"hide","1924","1257","27","3768"
"inversion-of-control","1917","1321","27","3559"
"contextmenu","1929","1327","27","3546"
"overloading","1906","1429","27","3258"
"accordion","1949","1499","27","3085"
"session-variables","1896","1508","27","3054"
"aop","1946","1698","27","2655"
"decorator","1931","1688","27","2672"
"variable-assignment","1891","1666","27","2712"
"loading","1910","1625","27","2805"
"stdin","1895","1801","27","2462"
"sybase","1893","1797","27","2470"
"gradient","1920","1859","27","2372"
"jndi","1914","1747","27","2556"
"polygon","1904","1750","27","2553"
"powershell-v3.0","1900","1992","27","2171"
"attachment","1940","1998","27","2157"
"increment","1916","1959","27","2212"
"background-color","1943","1919","27","2262"
"autohotkey","1942","1871","27","2341"
"android-6.0-marshmallow","1948","2085","27","2064"
"nested-loops","1901","2127","27","2006"
"ctypes","1928","2030","27","2122"
"jmx","1913","2295","27","1818"
"graph-algorithm","1921","2277","27","1834"
"x509certificate","1888","2228","27","1882"
"load-testing","1911","2201","27","1913"
"joomla3.0","1915","2159","27","1966"
"fork","1926","1078","27","4501"
"ascii","1939","1099","27","4420"
"installer","1918","949","27","5182"
"textarea","1892","1003","27","4887"
"drawing","1937","1004","27","4877"
"height","1923","991","27","4993"
"language-agnostic","1908","667","27","7690"
"angular-directive","1944","3609","27","1003"
"cx-freeze","1933","3534","27","1029"
"jsonschema","1909","3518","27","1034"
"data-manipulation","1935","3860","27","921"
"mailgun","1912","3981","27","881"
"gcloud","1925","4014","27","870"
"angular-services","1945","3958","27","890"
"gpio","1919","4132","27","833"
"handsontable","1922","4177","27","820"
"userform","1890","3146","27","1208"
"okhttp","1907","3016","27","1279"
"meteor-blaze","1903","2974","27","1300"
"windows-server-2012","1889","2957","27","1309"
"provisioning-profile","1899","2947","27","1317"
"pca","1905","3173","27","1196"
"xctest","1887","3302","27","1133"
"audio-recording","1941","2614","27","1551"
"setuptools","1897","2666","27","1515"
"docx","1936","2675","27","1512"
"datetime-format","1932","2834","27","1391"
"rcpp","1898","2803","27","1410"
"datastax","1934","2359","27","1758"
"filepath","1927","2313","27","1802"
"aggregation","1947","2394","27","1726"
"archive","1938","2385","27","1738"
"multi-tenant","1902","2568","27","1584"
"sudo","1894","2492","27","1648"
"keystore","1980","2495","26","1644"
"shape","1992","2376","26","1745"
"picasso","1985","2384","26","1738"
"lookup","1975","2333","26","1781"
"partitioning","1983","2676","26","1511"
"barcode-scanner","1953","2677","26","1510"
"avr","1955","2721","26","1474"
"android-source","1952","2704","26","1492"
"heap-memory","1971","2639","26","1533"
"countdown","1962","2645","26","1528"
"spring-data-mongodb","1995","2932","26","1326"
"simple-html-dom","1993","2928","26","1328"
"environment","1967","2909","26","1338"
"raster","1989","2988","26","1295"
"spring-data-rest","1996","2997","26","1288"
"scp","1994","3051","26","1259"
"ibm-watson-cognitive","1973","4168","26","824"
"clion","1963","4050","26","858"
"flyway","1966","3846","26","925"
"bcrypt","1954","3483","26","1050"
"webkit","2000","791","26","6362"
"jquery-validate","1979","813","26","6146"
"linq-to-entities","1977","830","26","6002"
"underscore.js","1998","969","26","5104"
"asp-classic","1956","513","26","10444"
"data-modeling","1960","2184","26","1930"
"offset","1981","2213","26","1905"
"google-cloud-endpoints","1969","2130","26","2004"
"android-softkeyboard","1951","2084","26","2065"
"publish","1988","2088","26","2060"
"linker-error","1978","1889","26","2314"
"gnu-make","1968","1917","26","2269"
"maven-plugin","1974","1938","26","2237"
"blogs","1957","1983","26","2180"
"commit","1965","1984","26","2179"
"setinterval","1991","1753","26","2546"
"system.reactive","1997","1756","26","2540"
"mutex","1986","1617","26","2813"
"html-select","1972","1604","26","2847"
"openid","1982","1612","26","2821"
"draggable","1958","1678","26","2682"
"limit","1976","1505","26","3074"
"primary-key","1987","1447","26","3208"
"delay","1961","1547","26","2987"
"google-maps-android-api-2","1970","1541","26","2994"
"panel","1984","1544","26","2989"
"settimeout","1990","1522","26","3024"
"classloader","1964","1435","26","3245"
"distinct","1959","1414","26","3297"
"wmi","1999","1363","26","3452"
"anchor","1950","1300","26","3641"
"sprite","2017","1288","25","3677"
"zoom","2008","1260","25","3750"
"uiimagepickercontroller","2010","1344","25","3499"
"unity-container","2009","1421","25","3279"
"oledb","2035","1393","25","3352"
"reporting","2023","1565","25","2940"
"manifest","2040","1670","25","2695"
"screen-scraping","2018","1690","25","2669"
"draw","2053","1699","25","2653"
"batch-processing","2056","1714","25","2623"
"wso2esb","2006","1595","25","2870"
"openxml","2034","1763","25","2521"
"watchkit","2005","1769","25","2505"
"weka","2002","1775","25","2502"
"semaphore","2022","2000","25","2156"
"qr-code","2027","2011","25","2142"
"twitter-oauth","2013","1923","25","2258"
"nio","2029","1887","25","2315"
"polymer-1.0","2031","1896","25","2301"
"wait","2004","1881","25","2327"
"itunes","2042","2023","25","2133"
"intel","2041","2028","25","2129"
"ipython-notebook","2044","2079","25","2072"
"distribution","2052","2219","25","1899"
"graph-theory","2046","2264","25","1853"
"textures","2011","1095","25","4450"
"field","2049","1096","25","4442"
"width","2001","1015","25","4811"
"scheme","2019","851","25","5841"
"appcelerator-titanium","2057","3484","25","1050"
"epplus","2047","3610","25","1002"
"flume","2048","3635","25","994"
"api-design","2058","3718","25","966"
"live-streaming","2039","3706","25","970"
"mpandroidchart","2030","3685","25","979"
"softlayer","2014","3767","25","949"
"here-api","2045","3796","25","940"
"ipa","2043","3797","25","940"
"adal","2062","4224","25","809"
"amd","2061","3058","25","1256"
"android-bluetooth","2060","3072","25","1245"
"restsharp","2020","3094","25","1232"
"python-multithreading","2026","3139","25","1212"
"tweepy","2012","2973","25","1301"
"ontology","2036","2901","25","1345"
"azure-webjobs","2055","3346","25","1115"
"parse-server","2032","3435","25","1071"
"wso2is","2007","2646","25","1527"
"arabic","2059","2625","25","1545"
"detection","2050","2739","25","1459"
"liquibase","2038","2695","25","1496"
"business-intelligence","2054","2766","25","1441"
"keyboard-events","2037","2835","25","1390"
"web-component","2003","2861","25","1372"
"distributed-computing","2051","2367","25","1751"
"photo","2033","2354","25","1762"
"mysql-python","2028","2387","25","1734"
"spatial","2016","2450","25","1677"
"sensor","2021","2464","25","1671"
"publish-subscribe","2024","2465","25","1671"
"soap-client","2015","2564","25","1586"
"putty","2025","2550","25","1600"
"amqp","2064","2542","24","1608"
"gitignore","2090","2569","24","1584"
"phalcon","2104","2584","24","1568"
"chromium","2082","2481","24","1656"
"rdbms","2109","2386","24","1736"
"date-format","2079","2389","24","1731"
"video-capture","2121","2397","24","1725"
"android-resources","2069","2411","24","1709"
"py2exe","2107","2765","24","1443"
"system-verilog","2114","2782","24","1426"
"zlib","2124","2703","24","1493"
"fatal-error","2085","2631","24","1541"
"selenium-grid","2111","3429","24","1073"
"scapy","2112","3430","24","1073"
"google-api-client","2089","3337","24","1120"
"indexeddb","2096","2894","24","1347"
"nlog","2105","2910","24","1337"
"centos6","2081","2931","24","1326"
"file-handling","2086","2989","24","1294"
"imacros","2097","3031","24","1271"
"raspberry-pi2","2110","3112","24","1225"
"postgresql-9.3","2108","3041","24","1267"
"statsmodels","2113","4232","24","807"
"disk","2076","4049","24","859"
"cross-validation","2084","4079","24","850"
"enterprise-architect","2087","4006","24","873"
"pyserial","2106","3490","24","1047"
"tinymce-4","2119","3547","24","1025"
"oracle10g","2103","820","24","6087"
"coding-style","2080","734","24","6935"
"jquery-selectors","2093","653","24","7931"
"swift2","2116","593","24","8695"
"xpages","2123","1046","24","4669"
"eclipselink","2077","1157","24","4153"
"jwplayer","2099","2196","24","1918"
"android-wear","2067","2019","24","2137"
"libraries","2101","2034","24","2117"
"latitude-longitude","2100","2097","24","2045"
"category","2072","2104","24","2040"
"desktop-application","2078","2105","24","2040"
"transformation","2117","2128","24","2005"
"bing-maps","2074","2129","24","2004"
"x11","2122","1902","24","2295"
"swipe","2115","1920","24","2261"
"immutability","2095","1921","24","2261"
"associative-array","2070","1989","24","2175"
"virtualhost","2120","1952","24","2222"
"android-xml","2068","1940","24","2236"
"office-interop","2102","1779","24","2494"
"tfsbuild","2118","1845","24","2396"
"asterisk","2071","1800","24","2464"
"local","2098","1804","24","2458"
"android-view","2066","1589","24","2879"
"android-support-library","2065","1615","24","2818"
"biztalk","2073","1706","24","2642"
"ienumerable","2094","1702","24","2646"
"guava","2088","1695","24","2659"
"aggregate-functions","2063","1495","24","3087"
"jboss7.x","2092","1437","24","3242"
"branch","2075","1249","24","3791"
"jax-ws","2091","1281","24","3689"
"core-graphics","2083","1159","24","4149"
"paperclip","2151","1175","23","4082"
"classpath","2179","1217","23","3920"
".net-4.5","2199","1399","23","3337"
"racket","2142","1328","23","3535"
"handler","2167","1572","23","2923"
"javabeans","2166","1520","23","3029"
"inline","2161","1686","23","2673"
"thumbnails","2133","1708","23","2635"
"android-contentprovider","2196","1667","23","2702"
"filenames","2171","1652","23","2740"
"twisted","2134","1584","23","2893"
"alertdialog","2195","1820","23","2431"
"jquery-ui-datepicker","2162","1824","23","2428"
"aspectj","2192","1842","23","2399"
"couchbase","2173","1843","23","2398"
"jodatime","2163","1791","23","2477"
"device","2183","1768","23","2509"
"mediawiki","2149","1742","23","2568"
"kinect","2156","1725","23","2599"
"music","2145","1963","23","2207"
"accelerometer","2198","1968","23","2199"
"microcontroller","2146","1979","23","2190"
"javadoc","2165","1916","23","2270"
"jython","2157","1928","23","2255"
"viewport","2130","2045","23","2106"
"database-migration","2182","2071","23","2080"
"derby","2184","2056","23","2094"
"sandbox","2138","2206","23","1912"
"nsurlsession","2144","2207","23","1912"
"dropbox-api","2186","2222","23","1897"
"minify","2147","2271","23","1844"
"web.xml","2128","2304","23","1809"
"boto","2189","2229","23","1881"
"cdn","2178","2233","23","1879"
"atomic","2191","2242","23","1875"
"in-app-billing","2160","2257","23","1860"
"unityscript","2132","2267","23","1847"
"task-parallel-library","2135","1038","23","4699"
"wpf-controls","2127","1000","23","4926"
"sinatra","2140","1010","23","4838"
"dojo","2187","579","23","8962"
"android-actionbar","2197","630","23","8219"
"compiler-construction","2176","537","23","9911"
"jdbctemplate","2164","3566","23","1016"
"hortonworks-data-platform","2170","3998","23","877"
"high-availability","2168","4026","23","866"
"pillow","2154","3934","23","896"
"snapshot","2137","3795","23","941"
"libreoffice","2155","3778","23","946"
"ros","2139","3885","23","913"
"xunit","2125","4178","23","820"
"confluence","2175","4239","23","804"
"boxplot","2188","3163","23","1201"
"logical-operators","2159","3025","23","1274"
"cpu-architecture","2174","3345","23","1115"
"skype","2141","3351","23","1114"
"amazon-sqs","2194","3372","23","1106"
"pojo","2153","3460","23","1058"
"umbraco7","2131","3421","23","1080"
"specflow","2136","3295","23","1136"
"minecraft","2148","2599","23","1559"
"chromecast","2177","2641","23","1531"
"htmlunit","2169","2774","23","1432"
"parallax","2152","2433","23","1692"
"product","2143","2338","23","1774"
"vlc","2129","2340","23","1769"
"wsgi","2126","2479","23","1661"
"patch","2150","2486","23","1654"
"data-type-conversion","2181","2487","23","1654"
"blender","2190","2512","23","1631"
"fpga","2172","2520","23","1624"
"drag","2185","2570","23","1583"
"data-warehouse","2180","2525","23","1622"
"jquery-ui-sortable","2158","2537","23","1614"
"android-wifi","2193","2539","23","1613"
"frequency","2222","2538","22","1614"
"mask","2241","2557","22","1595"
"django-orm","2212","2516","22","1629"
"autowired","2207","2500","22","1641"
"roles","2265","2503","22","1639"
"tcpclient","2268","2470","22","1667"
"lamp","2243","2468","22","1668"
"tracking","2271","2328","22","1786"
"django-urls","2213","2322","22","1792"
"pascal","2245","2373","22","1748"
"nvd3.js","2247","2358","22","1758"
"jobs","2235","2754","22","1449"
"executorservice","2227","2880","22","1354"
"psql","2256","2829","22","1395"
"matrix-multiplication","2240","2816","22","1403"
"owl","2246","2656","22","1522"
"break","2210","2680","22","1508"
"hashset","2229","2720","22","1475"
"spring-aop","2267","2717","22","1483"
"readfile","2259","2718","22","1481"
"transpose","2270","3228","22","1173"
"unmarshalling","2272","3224","22","1175"
"android-bitmap","2201","3415","22","1084"
"navigationbar","2252","3342","22","1118"
"pseudo-element","2255","2996","22","1289"
"query-builder","2257","2955","22","1310"
"vtk","2277","2914","22","1335"
"gfortran","2232","2945","22","1319"
"httpd.conf","2228","2946","22","1317"
"xamarin-studio","2278","2899","22","1345"
"public-key-encryption","2254","3160","22","1203"
"reduce","2261","3127","22","1220"
"android-testing","2202","3030","22","1271"
"googletest","2233","3047","22","1261"
"feature-extraction","2224","4238","22","805"
"archlinux","2205","4071","22","851"
"nagios","2251","3777","22","946"
"cloudflare","2218","3758","22","952"
"arangodb","2203","4027","22","865"
"guzzle","2231","3567","22","1016"
"atlassian-sourcetree","2206","3588","22","1010"
"emr","2225","3625","22","998"
"ember-data","2226","986","22","5024"
"awt","2208","956","22","5149"
"win-universal-app","2279","1035","22","4708"
"views","2275","1102","22","4395"
"checkout","2219","2268","22","1846"
"variadic-templates","2276","2263","22","1854"
"browser-cache","2209","2209","22","1911"
"slick","2262","2187","22","1927"
"record","2258","2161","22","1964"
"xdebug","2280","2069","22","2086"
"move","2248","2066","22","2089"
"declaration","2215","1997","22","2164"
"jpql","2236","2150","22","1985"
"sfml","2264","2144","22","1988"
"daemon","2216","2093","22","2049"
"infinite-loop","2237","1937","22","2239"
"sip","2263","1907","22","2278"
"parent","2244","1899","22","2298"
"mod-wsgi","2249","1888","22","2314"
"firemonkey","2223","1974","22","2194"
"app-config","2204","1740","22","2569"
"intellisense","2239","1741","22","2568"
"repository-pattern","2260","1755","22","2541"
"monodevelop","2250","1833","22","2418"
"calayer","2211","1857","22","2376"
"guice","2230","1810","22","2447"
"clickonce","2217","1622","22","2808"
"uipickerview","2273","1632","22","2783"
"uisearchbar","2274","1567","22","2938"
"actionlistener","2200","1571","22","2929"
"string-formatting","2269","1551","22","2974"
"nsuserdefaults","2253","1476","22","3130"
"collision-detection","2221","1487","22","3103"
"ipc","2234","1489","22","3101"
"command-line-arguments","2220","1459","22","3160"
"instance","2238","1348","22","3484"
"diff","2214","1403","22","3332"
"jsonp","2242","1218","22","3912"
"smarty","2266","1229","22","3880"
"iis-7.5","2316","1183","21","4035"
"gorm","2319","1273","21","3704"
"wolfram-mathematica","2281","1297","21","3651"
"wicket","2283","1470","21","3149"
"log4net","2314","1440","21","3229"
"naming-conventions","2309","1454","21","3199"
"passenger","2311","1479","21","3119"
"block","2345","1497","21","3086"
"antlr","2350","1517","21","3038"
"grand-central-dispatch","2323","1610","21","2835"
"alfresco","2353","1659","21","2723"
"sublimetext","2292","1669","21","2697"
"viewmodel","2287","1692","21","2666"
"jlabel","2318","1693","21","2661"
"surfaceview","2294","1812","21","2444"
"cq5","2338","1847","21","2393"
"virtual","2282","1792","21","2477"
"complexity-theory","2333","1758","21","2534"
"fosuserbundle","2332","1950","21","2223"
"factory-girl","2328","1946","21","2225"
"edit","2342","1904","21","2291"
"header-files","2327","1927","21","2255"
"ado","2354","2091","21","2055"
"copy-paste","2336","2099","21","2043"
"shared-memory","2300","2106","21","2037"
"where-clause","2284","2113","21","2025"
"greatest-n-per-group","2324","2137","21","2000"
"primes","2306","2122","21","2017"
"background-process","2349","2048","21","2102"
"zxing","2285","2155","21","1971"
"encode","2329","2169","21","1950"
"highstock","2325","2217","21","1901"
"fedora","2330","2258","21","1859"
"basic-authentication","2348","2259","21","1859"
"resolution","2302","2245","21","1871"
"linq-to-xml","2315","1075","21","4504"
"coq","2337","3627","21","997"
"decoding","2340","3646","21","992"
"speech-to-text","2296","3690","21","977"
"sticky","2291","3749","21","954"
"resttemplate","2297","3596","21","1006"
"breadth-first-search","2343","3506","21","1040"
"shapefile","2299","3931","21","896"
"turtle-graphics","2290","3763","21","950"
"pouchdb","2307","3814","21","936"
"homestead","2326","3847","21","925"
"singly-linked-list","2301","3842","21","927"
"preprocessor","2305","4062","21","855"
"npgsql","2308","4124","21","837"
"playback","2312","3080","21","1240"
"swiftmailer","2293","3149","21","1208"
"genetic-algorithm","2321","2896","21","1346"
"android-styles","2351","2950","21","1316"
"ternary-operator","2289","2927","21","1328"
"pyodbc","2304","3375","21","1104"
"git-bash","2320","3409","21","1088"
"dotnet-httpclient","2341","3410","21","1088"
"bigcommerce","2347","3441","21","1070"
"var","2286","2706","21","1489"
"android-espresso","2352","2686","21","1504"
"bluebird","2344","2624","21","1545"
"genymotion","2322","2873","21","1358"
"fpdf","2331","2749","21","1451"
"options","2310","2771","21","1434"
"concat","2334","2775","21","1431"
"css-transforms","2339","2792","21","1420"
"qtp","2303","2793","21","1420"
"ibeacon","2317","2331","21","1783"
"contenteditable","2335","2318","21","1798"
"videoview","2288","2417","21","1703"
"mathematical-optimization","2313","2426","21","1694"
"rsync","2298","2398","21","1723"
"bitwise-operators","2346","2406","21","1716"
"symlink","2295","2518","21","1625"
"intervals","2387","2510","20","1633"
"dependency-management","2370","2483","20","1655"
"nav","2400","2530","20","1618"
"apache-httpclient-4.x","2358","2412","20","1708"
"silverstripe","2409","2443","20","1685"
"virtualization","2418","2330","20","1784"
"point","2394","2794","20","1419"
"paste","2395","2809","20","1407"
"fixed","2376","2623","20","1545"
"matching","2389","2644","20","1529"
"image-resizing","2386","2685","20","1505"
"dbcontext","2369","2673","20","1513"
"autoit","2364","2688","20","1502"
"restful-architecture","2405","3416","20","1082"
"google-form","2382","3414","20","1085"
"contour","2372","3246","20","1162"
"openldap","2399","3283","20","1143"
"google-search","2381","2958","20","1308"
"numeric","2398","2888","20","1348"
"restore","2412","2906","20","1341"
"host","2379","3124","20","1221"
"systemjs","2416","3061","20","1255"
"activiti","2355","4128","20","834"
"dax","2368","4063","20","854"
"child-process","2373","3843","20","927"
"linear-programming","2388","3881","20","914"
"python-idle","2402","3855","20","922"
"mesos","2401","3762","20","950"
"glfw","2380","3760","20","951"
"owl-carousel","2397","3915","20","903"
"beagleboneblack","2360","3930","20","896"
"face-detection","2377","3654","20","990"
"spring-transactions","2414","3618","20","1001"
"qt4","2403","953","20","5162"
"titanium","2417","954","20","5159"
"fancybox","2375","981","20","5036"
"asp.net-mvc-3","2365","127","20","38723"
"google-apps","2383","2265","20","1849"
"ironpython","2384","2156","20","1969"
"expect","2378","2157","20","1967"
"wav","2422","2182","20","1932"
"reportviewer","2406","2072","20","2078"
"libcurl","2391","2013","20","2139"
"plpgsql","2393","2032","20","2119"
"slf4j","2408","2103","20","2041"
"captcha","2366","2094","20","2049"
"windows-authentication","2421","2089","20","2057"
"axis2","2361","1913","20","2273"
"perforce","2396","1892","20","2312"
"bdd","2359","1893","20","2306"
"layout-manager","2392","1900","20","2297"
"avaudioplayer","2362","1884","20","2319"
"cllocationmanager","2374","1872","20","2338"
"assets","2363","1870","20","2341"
"doxygen","2367","1966","20","2203"
"criteria","2371","2008","20","2147"
"java-7","2385","1748","20","2555"
"lwjgl","2390","1731","20","2578"
"xib","2424","1777","20","2498"
"uistoryboard","2420","1716","20","2620"
"windows-server-2008","2423","1680","20","2680"
"alias","2356","1662","20","2718"
"rename","2407","1553","20","2968"
"std","2415","1558","20","2956"
"selection","2410","1502","20","3081"
"selector","2411","1509","20","3051"
"uigesturerecognizer","2419","1485","20","3106"
"android-canvas","2357","1448","20","3206"
"query-string","2404","1456","20","3190"
"sdl","2413","1280","20","3691"
"persistence","2472","1167","19","4103"
"cakephp-2.0","2507","1224","19","3894"
"rake","2458","1213","19","3955"
"android-imageview","2513","1358","19","3462"
"mp3","2467","1307","19","3629"
"clr","2498","1473","19","3133"
"z-index","2427","1525","19","3022"
"transparency","2439","1606","19","2842"
"frame","2493","1644","19","2759"
"valgrind","2436","1728","19","2593"
"pyside","2460","1710","19","2630"
"wxwidgets","2429","1718","19","2619"
"firebird","2488","1864","19","2361"
"zsh","2433","1856","19","2377"
"core-location","2501","1854","19","2381"
"windbg","2431","2004","19","2149"
"file-permissions","2491","1996","19","2169"
"nullreferenceexception","2469","1958","19","2214"
"equals","2487","1873","19","2338"
"grammar","2485","1910","19","2276"
"acl","2514","2098","19","2044"
"eclipse-cdt","2506","2114","19","2024"
"axis","2510","2115","19","2023"
